name;city;start_date;end_date;Latitude;Longtitude;link
Austronesian Formal Linguistics Association 26;London, Ontario;May 24, 2019;May 26, 2019;-59.91202604807784;124.08882372700955;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345896
CHINED VII: 7th edition of the Conference on Historical News Discourse;Barcelona;May 23, 2019;May 24, 2019;-55.339736259232915;6.087556762286044;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341377
Complement, Complementation, Completeness: From Gaps to Completion;Bordeaux;May 25, 2019;May 26, 2019;86.1963821856967;66.86738828189074;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349756
Deutscher Sprachgebrauch im 18. Jahrhundert: Sprachmentalität, Sprachwirklichkeit, Sprachreichtum;Eichstätt;May 09, 2019;May 10, 2019;6.108976602975854;84.30224579906094;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337576
Discourse Markers in Romance Languages 6;Bergamo;May 29, 2019;May 31, 2019;-8.836589760449986;-98.65890641274905;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347116
E-Dictionaries and E-Lexicography;Zagreb;May 10, 2019;May 11, 2019;16.294916791584722;144.05604679715165;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333256
ELTU Conference 2019: Alternative Approaches to English Language Learning and Teaching;Hong Kong;May 27, 2019;May 28, 2019;72.17299247944521;-40.44968189727387;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335056
Ethnographies of Academic Writing: Research and Pedagogy;Zaragoza;May 16, 2019;May 17, 2019;-15.219164297382893;53.786254634952925;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356296
Euro-American Relations in the Age of Globalization: Risks and Opportunities;Turin;May 06, 2019;May 06, 2019;-38.00662000069481;-39.90565827585101;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346156
Formal Approaches to Slavic Linguistics 28;Stony Brook, NY;May 03, 2019;May 05, 2019;16.574893740422006;57.148023976747574;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349297
Generative Linguistics in the Old World 42;Oslo;May 07, 2019;May 11, 2019;-24.548851500461115;-44.92338932638454;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331217
Germanic Linguistics Annual Conference;Iowa City, Iowa;May 03, 2019;May 04, 2019;87.31322798634827;113.23724267551059;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343016
Germanic Sandwich 2019;Amsterdam;May 23, 2019;May 24, 2019;40.80866768024465;75.76782217614372;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348496
Interactional Competences and Practices in a Second Language;Västerås;May 29, 2019;May 31, 2019;60.11213016796944;0.07883145101104769;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339916
Interdisciplinary Studies on Pragmatics and Oral Discourse;Salamanca;May 15, 2019;May 17, 2019;-31.980449047911115;103.11616327525292;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355096
Joint Biennial Conference of the Dictionary Society of North America and Studies in the History of the English Language;Bloomington, IN;May 08, 2019;May 11, 2019;-54.3787395517001;-31.266647189078316;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349356
Language – Culture – Literature: East African Perspective;Warsaw;May 23, 2019;May 24, 2019;-12.940940554334452;-103.56304803777822;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356016
Languages, Nations, Cultures: Pluricentric Languages in Context(s);Stockholm;May 22, 2019;May 24, 2019;-59.0342071107268;-117.39718792328698;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333096
Lavender Languages and Linguistics 26;Gothenburg;May 02, 2019;May 04, 2019;89.64076769376024;82.22153777442871;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336856
Manchester Forum in Linguistics;Manchester;May 02, 2019;May 03, 2019;-1.9436632041889885;110.51494403033517;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352836
Modification of Complex Predicates Workshop;Düsseldorf;May 23, 2019;May 24, 2019;-42.42897273286534;-137.3950531792786;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353237
Multilingual Childhoods: Education, Policy and Practice;Hamar;May 15, 2019;May 16, 2019;-72.02424044345824;155.14872623603472;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332096
Multilingualism and Otherness;Nantes;May 10, 2019;May 10, 2019;-61.41504566734943;66.53662953400195;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355056
Multilingual Language Theories and Practices;Corfu;May 09, 2019;May 11, 2019;43.933583392048064;87.82537838412465;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339296
Negation in Germanic;Gothenburg;May 23, 2019;May 24, 2019;83.72758700095068;-108.99684825244687;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344956
On Person and Perspective - A workshop honoring the work of Maria Luisa Zubizarreta;Los Angeles;May 03, 2019;May 04, 2019;54.55013350647442;171.21175240991997;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344436
Parameters Workshop in Honour of Lisa Travis;Montreal, Quebec;May 17, 2019;May 18, 2019;8.258724794546097;-110.73370154905987;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349317
Punctuation Seen internationally: System - Norm - Practices;Regensburg/Germany;May 03, 2019;May 04, 2019;86.66392798677805;39.52431708226372;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=326956
Reported Discourse across Languages and Cultures;Villejuif (Paris);May 22, 2019;May 23, 2019;-83.13380410806099;-170.82864876345582;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346616
Researching Metaphor – Cognitive and Other;Genoa;May 13, 2019;May 15, 2019;-4.760214382028196;-117.58463072849204;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338896
SECOL 2019;Boca Raton, Florida;May 28, 2019;Jun 02, 2019;-45.13235431734058;-67.00256728137606;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346136
Semantics and Linguistic Theory;Los Angeles, CA;May 17, 2019;May 19, 2019;41.34265365443759;-124.80042287927671;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345296
Society, Identity, and Transformation in Language Teacher Education: Eleventh International Conference on Language Teacher Education;Minneapolis, MN;May 30, 2019;Jun 01, 2019;50.698048277659055;70.8066635479275;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353296
Symposium on Analyzing Ideologies, Attitudes, and Power in Language Contact Setting;Stockholm;May 16, 2019;May 17, 2019;6.09794111118001;67.67431493337517;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343836
The English Linguistic Society of Japan 12th International Spring Forum 2019;Shibuya-ku, Tokyo;May 11, 2019;May 12, 2019;73.45745175523906;-48.55422394692154;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345476
The Semantics of African, Asian, and Austronesian Languages 6;Cambridge, Massachusetts;May 31, 2019;Jun 02, 2019;-62.31618872293048;-38.79905389890232;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349077
The Syntagmatic Properties of Complementation Patterns: Accommodating Lexical and Grammatical uses of CTP-clauses;Liège;May 09, 2019;May 10, 2019;-83.82430050016976;-8.377951422610648;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354436
Translation as Political Act/ La traduction comme acte politique/ La traduzione come atto politico;Perugia;May 09, 2019;May 10, 2019;-28.1876757740138;-82.3706875255806;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344816
VI Congresso Internazionale della Società di Didattica delle Lingue e Linguistica Educativa;Valletta;May 23, 2019;May 24, 2019;34.93862188708925;99.75575636629186;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351396
XI International Conference on Corpus Linguistics;Valencia;May 15, 2019;May 17, 2019;67.80302660938561;-137.20439360128032;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341996
10th Discourse, Communication and the Enterprise Conference;Leuven;Jun 03, 2019;Jun 05, 2019;82.17284240823875;-40.71607230057654;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331896
10th International Conference on Historical Lexicography and Lexicology;Leeuwarden-Ljouwert;Jun 12, 2019;Jun 14, 2019;-70.28658434216848;13.875970247304611;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349037
11th Austronesian and Papuan Languages and Linguistics conference;Leiden;Jun 13, 2019;Jun 15, 2019;69.19599980493406;142.5695159207912;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344556
11th Linguistic Landscape Workshop;Bangkok;Jun 04, 2019;Jun 06, 2019;18.893950668492263;67.6512994197887;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343916
12th Mediterranean Morphology Meeting;Ljubljana;Jun 27, 2019;Jun 30, 2019;-41.489582290922634;-18.42208937789297;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331256
13th International Conference of the Asian Association for Lexicography;Istanbul;Jun 19, 2019;Jun 21, 2019;-72.1582068482735;105.29896153422308;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351756
15 konferensen om lexikografi i Norden;Helsinki;Jun 04, 2019;Jun 07, 2019;62.02595541880793;-103.3928550936283;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355576
16th International Pragmatics Conference;Hong Kong;Jun 09, 2019;Jun 14, 2019;32.130416397253256;-10.574199779025506;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=322396
16th Workshop on Syntax, Semantics and Phonology;Madrid (España);Jun 17, 2019;Jun 18, 2019;38.21757889206421;-29.383714271459585;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354296
17th Asia TEFL International Conference and the 6th FLLT International Conference;Bangkok;Jun 27, 2019;Jun 29, 2019;-2.697407552681989;57.12231580358246;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353136
17th International Conference on Communication, Medicine and Ethics;Adelaide;Jun 26, 2019;Jun 28, 2019;54.553967113281125;158.71040850333122;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345936
19th ACBLPE Annual Conference;Lisbon;Jun 17, 2019;Jun 19, 2019;-30.022421815376973;144.58472867770192;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356676
19th Annual Conference of the Japan Second Language Association;Tokyo;Jun 01, 2019;Jun 02, 2019;-77.43449295949739;-112.23046668354142;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353176
2019 Annual Conference of the North American Chapter of the Association for Computational Linguistics;Minneapolis;Jun 02, 2019;Jun 07, 2019;-2.252244020497542;-81.59894296816813;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342256
2019 Communication, Medicine, and Ethics Conference;Adelaide, South Australia;Jun 26, 2019;Jun 28, 2019;-33.41243145858255;176.45407271818658;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349376
23rd DiscourseNet Conference: Discourse, Power and Mind: Between Reason and Emotion;Bergamo;Jun 06, 2019;Jun 08, 2019;-83.23554918619665;-64.43310029940007;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338436
24th International Association for World Englishe;Limerick;Jun 20, 2019;Jun 22, 2019;32.640532189174145;162.2296051250847;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347616
25th Himalayan Languages Symposium;Sydney;Jun 28, 2019;Jun 29, 2019;-74.81313155104021;87.32254914321011;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353556
2nd International Conference on Historical Medical Discourse;Helsinki;Jun 10, 2019;Jun 12, 2019;-6.603483186763992;-26.168839685390566;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343756
32nd Annual Conference of the Canadian Association for Translation Studies;Vancouver, BC;Jun 02, 2019;Jun 04, 2019;-21.11046355967643;138.04947413083838;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350316
3rd Budapest Linguistics Conference;Budapest;Jun 06, 2019;Jun 08, 2019;0.838186044461608;141.45762556330635;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350016
3rd European Conference on Argumentation;Groningen;Jun 24, 2019;Jun 27, 2019;-4.883338126450197;-178.7469499486324;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333396
40th ICAME Conference;Neuchâtel;Jun 01, 2019;Jun 05, 2019;-84.70955289699252;-153.01869026040512;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343437
40th TABU Dag International Linguistics Conference;Groningen;Jun 20, 2019;Jun 21, 2019;41.385381481386695;-64.84706474850061;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353756
47th Annual Meeting of the North Atlantic Conference on Afroasiatic Linguistics;Paris;Jun 24, 2019;Jun 26, 2019;38.09614201572642;72.14346049346733;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349038
4th PAC Conference Phonology of Contemporary English: Phonetic and Phonological Variation in Contemporary English: Xperience-Xperimentation;Aix-en-Provence;Jun 04, 2019;Jun 05, 2019;-4.221810554901467;43.99374131807376;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347096
52nd International Conference on Sino-Tibetan Languages and Linguistics;Sydney, NSW;Jun 24, 2019;Jun 26, 2019;-32.50065903312664;-73.36413973892655;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353536
5th International Congress of Teaching Turkish as a Foreign Language;Athens;Jun 27, 2019;Jun 28, 2019;-65.29157459274491;55.43519085160846;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351376
5th Workshop of the International Network of Address Research;Sheffield, Yorkshire;Jun 05, 2019;Jun 07, 2019;26.030787033053073;-63.34997885056962;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340096
5th Workshop on Sound Change;Davis, California;Jun 20, 2019;Jun 22, 2019;-58.870414990807774;-11.939925787107237;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337376
8th AFLiCo Conference;Mulhouse;Jun 05, 2019;Jun 07, 2019;28.49103988633297;51.260772140856076;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345076
"8th International Conference on Language, Literature &amp; Culture: ''Struggle for Recognition: identity-formation and subjectivation''";Brest;Jun 06, 2019;Jun 07, 2019;48.947188673159275;83.1535638386759;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349216
8th International Workshop on Nominalizations;Stuttgart;Jun 21, 2019;Jun 22, 2019;-52.368668721750716;-9.355183597992971;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353376
8th Media for All International Conference;Stockholm;Jun 17, 2019;Jun 19, 2019;31.918731733116907;-51.38545784281073;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=323816
AELFE 2019;Pamplona, Navarra;Jun 20, 2019;Jun 21, 2019;-5.422737813752956;-166.19274420675987;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336496
Approaches to Multimodal Digital Environments: from theories to practices;Rome;Jun 20, 2019;Jun 22, 2019;-25.4590255289041;42.84453508213685;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334976
Association for Studies of Literature and Environment Conference;Davis, CA;Jun 26, 2019;Jun 30, 2019;-53.62627585782655;-77.2058588391044;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350996
"Association for Study of Literature &amp; Environment Biennial Conference";Davis, California;Jun 26, 2019;Jun 30, 2019;5.240185883204131;-0.32589776135517307;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332816
Bootcamp on Quantitative Methods in L2 Research: Study design, regression modelling, social networks, replication studies, research synthesis and meta-analysis;Warsaw;Jun 10, 2019;Jun 15, 2019;87.2320889901817;29.388878541850612;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351256
Canadian Association of Applied Linguistics Annual Conference/Colloque annuel de l'Association canadienne de linguistique appliquée;Vancouver, British Columbia;Jun 03, 2019;Jun 05, 2019;-52.01614763080903;-65.97398610697044;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339556
Canadian Linguistics Association - Association canadienne de linguistique 2019 Annual meeting;Vancouver British Columbia;Jun 01, 2019;Jun 03, 2019;-39.27688254964427;119.91373699590339;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351816
Comparative Germanic Syntax Workshop 34;Konstanz;Jun 14, 2019;Jun 15, 2019;-40.31292167216054;-1.1272703861650917;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350716
Conference of the International Society for Humor Studies;Austin, Texas;Jun 24, 2019;Jun 29, 2019;67.47611750314763;70.96784839557967;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351736
Congrès du RFS 2019 Langues de valeur et valeur des langues;Ottawa, Ontario;Jun 14, 2019;Jun 16, 2019;52.99678055012815;-36.44283657102368;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340496
Corpus Approaches to Lexicogrammar;Ormskirk;Jun 22, 2019;Jun 22, 2019;44.49208250210266;-44.28888916414565;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348956
Diachronic Generative Syntax;Tempe, AZ;Jun 05, 2019;Jun 07, 2019;-20.51096758931996;139.05816355146263;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=300216
Diachronic Slavonic Syntax 4: Functional Organisation of Utterance in Diachronic and Comparative Perspective in Slavic Languages;Torun;Jun 13, 2019;Jun 15, 2019;1.3398935882857967;-21.74077147972552;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335896
Digital Diasporas: Interdisciplinary Perspectives;London;Jun 06, 2019;Jun 07, 2019;-86.25940376039158;-106.30731207582423;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340716
Experimental Psycholinguistics Conference;Mallorca;Jun 26, 2019;Jun 28, 2019;-61.21302027076152;-26.605811986378512;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349996
Expressing Evidence;Konstanz;Jun 06, 2019;Jun 08, 2019;23.557453412830316;143.99854484526352;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341958
Historical-Comparative Linguistics for Language Revitalization;Davis, CA;Jun 29, 2019;Jun 30, 2019;-1.8911547531662702;-111.8877549054049;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356796
Inaugural Conference on Language Teaching and Learning: Cognition and Identity;Tai Po;Jun 28, 2019;Jun 29, 2019;-21.13756219286425;91.02701633220617;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349816
International Child Phonology Conference;Montreal;Jun 14, 2019;Jun 15, 2019;13.050194864151669;-18.514385745467408;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356036
International Conference on Conversation Analysis;Berlin;Jun 20, 2019;Jun 23, 2019;-3.0720983060167786;78.7252036352427;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337316
International Conference on Language Variation in Europe;Leeuwarden/Ljouwert;Jun 26, 2019;Jun 28, 2019;80.86367430808082;-38.79328133030925;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=327176
International Conference on Multilingual Acquisition and Multilingual Education;Hong Kong;Jun 22, 2019;Jun 24, 2019;33.520033791460705;0.47249308286762304;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346796
International Society for Language Studies 2019 Conference;Hong Kong;Jun 20, 2019;Jun 22, 2019;-89.21367649500421;-151.8841568955443;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340876
International Symposium on Bilingualism 12;Edmonton, Alberta;Jun 23, 2019;Jun 28, 2019;81.92979531571895;75.3846036720412;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=304756
International Workshop on Cantonese Syntax 2019;Olomouc;Jun 27, 2019;Jun 28, 2019;-5.703827960939607;-113.16826830172893;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347716
L3 Workshop: Multilingual Language Acquisition, Processing and Use;Konstanz;Jun 07, 2019;Jun 08, 2019;0.14621713259310753;138.17883169067807;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345156
Langue et Territoire 4;Trento;Jun 24, 2019;Jun 30, 2019;-39.888696729347025;13.905460710548496;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=325656
MAG 2019 - Metadiscourse in Digital Communication: What has changed?;Bergamo;Jun 27, 2019;Jun 29, 2019;-58.47069736933424;-43.39902282811775;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338497
NAACL Student Research Workshop;Minneapolis, MN;Jun 02, 2019;Jun 07, 2019;-81.97853906332597;-159.09950717172143;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355756
Non-canonicity in Inflection;University of Surrey, Guildford;Jun 21, 2019;Jun 22, 2019;-38.845501467803295;-12.630735566068966;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352856
“On Potentialities” 6th ASYRAS Conference;Santander;Jun 27, 2019;Jun 29, 2019;-18.648355018008118;-36.76684711919847;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353878
PAC AIX 2019 Phonetic and Phonological Variation in Contemporary English: Xperience-Xperimentation;Aix en Provence;Jun 04, 2019;Jun 05, 2019;19.989456091936912;-163.7785077228324;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349136
Phonetics and Phonology in Europe - 2019;Lecce, Apulia;Jun 17, 2019;Jun 19, 2019;-81.20833364333288;-15.11760331929995;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336376
Powerful Literary Fiction Texts - a Stylistic, Empirical and Performance-based Approach;Brighton;Jun 19, 2019;Jun 21, 2019;38.88258179706905;-70.79541759229032;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350956
Pragmatic Particles in (Greek) Talk-in-interaction;Thessaloniki;Jun 24, 2019;Jun 25, 2019;82.24287737753664;19.97197744766101;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350076
Professionals and Research in Applied Linguistics: methodological challenges, social implications and perspectives for action;Lyon;Jun 24, 2019;Jun 26, 2019;-37.078339962016074;-93.60695803226022;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343856
Psycholinguistics in Iceland - Parsing and Prediction;Reykjavík;Jun 19, 2019;Jun 20, 2019;-43.51357362680605;13.707206270405775;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346476
Reformuler, une question de genres? / Reformular, uma questão de géneros?;Porto;Jun 17, 2019;Jun 18, 2019;69.37650338382903;-34.1642725199947;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354036
Rencontres lyonnaises des jeunes chercheurs en linguistique historique (Symposium of young researchers in historical linguistics of Gallo-Romance languages);Lyon;Jun 06, 2019;Jun 06, 2019;-56.68515688249675;-165.48970586217283;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348256
"Terminology &amp; Ontology: Theories and Applications";Chambéry;Jun 06, 2019;Jun 07, 2019;-3.8393770900209656;167.25253526854246;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356516
The International Conference on the Structure of Hungarian 14;Potsdam;Jun 11, 2019;Jun 12, 2019;88.59926246573076;-95.2576245134376;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347036
The Second Forum on Cantonese Linguistics;Hong Kong;Jun 01, 2019;Jun 01, 2019;26.20748392219874;161.3199179914551;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354816
Thinking, Doing, Learning: Usage based perspectives on second language learning;Jyväskylä;Jun 17, 2019;Jun 19, 2019;-52.98306963032359;-111.28951094067078;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=330176
Was ist Grammatikalität? / What is grammaticality?;Bamberg;Jun 27, 2019;Jun 29, 2019;-1.8268112217615995;153.50427620818934;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350796
Workshop Exhaustivity in Questions and Answers - Experimental and Theoretical Approaches;Tübingen;Jun 13, 2019;Jun 14, 2019;-3.6243252642699266;8.011253027886966;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355116
Workshop on Infant Language Development;Potsdam;Jun 13, 2019;Jun 15, 2019;-16.94583320595542;-71.67817737137295;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346837
XVII Encuentros;PARIS;Jun 19, 2019;Jun 21, 2019;-32.962337109776314;120.9337873960088;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346756
Yiddish Language Structures 2;Düsseldorf;Jun 11, 2019;Jun 13, 2019;15.413193774199678;-73.72785485579527;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346439
10th International Corpus Linguistics Conference;Cardiff;Jul 23, 2019;Jul 27, 2019;-5.395527267507275;169.3785175539333;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344516
12th International Conference on Im/politeness;Anglia Ruskin University (Cambridge);Jul 17, 2019;Jul 19, 2019;54.64806110079618;-101.5414481457884;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349876
24th International Lexical-Functional Grammar Conference;Canberra;Jul 08, 2019;Jul 10, 2019;-30.209773878461306;138.86179736483962;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348336
26th International Conference on Head-Driven Phrase Structure Grammar;Bucharest;Jul 25, 2019;Jul 26, 2019;-70.83603655129002;-151.48411119574908;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350036
46th Linguistic Association of Canada and the United States Forum;Waterloo, Ontario;Jul 23, 2019;Jul 26, 2019;23.511461357603647;159.86820614939043;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351276
Acquisition of Chinese: Bilingualism and Multilingualism;Cambridge;Jul 01, 2019;Jul 03, 2019;-10.840934682839308;-61.52880860189306;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347376
Child Language Symposium;Sheffield;Jul 10, 2019;Jul 12, 2019;-13.645513751147126;113.8135950806974;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355296
Conference on Hebrew Language and Linguistics;Cambridge;Jul 08, 2019;Jul 10, 2019;10.571731766809798;-163.03759064770435;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331916
Conference on Mathematical Foundations of Informatics;Iasi;Jul 03, 2019;Jul 06, 2019;-47.781788697424616;-42.32746278738976;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350416
Congrès international de linguistique et de philologie romanes;Copenhague;Jul 01, 2019;Jul 06, 2019;1.1008125325200353;119.32264988759908;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341056
Digital Humanities;Utrecht;Jul 09, 2019;Jul 12, 2019;87.92164177167625;-46.25386696826543;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351897
English Noun Phrase 2019;Vienna;Jul 11, 2019;Jul 13, 2019;62.90007275960306;73.14118248968694;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334596
German(ic) in Language Contact: Grammatical and Sociolinguistic Dynamics;Berlin;Jul 03, 2019;Jul 05, 2019;41.73436345844394;35.62912090842926;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354896
IIEMCA International Conference 2019;Mannheim;Jul 02, 2019;Jul 05, 2019;50.24535350109581;-55.4947832784812;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=307496
International Conference on Historical Linguistics 24;Canberra, ACT;Jul 01, 2019;Jul 05, 2019;10.430682104075416;-144.08852217424953;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=323296
International Symposium on the Languages of Java 7;Banyuwangi;Jul 06, 2019;Jul 07, 2019;80.02974679063726;43.49660716818939;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=316956
Language Contact in the Amdo Sprachbund;Grand Forks, North Dakota;Jul 12, 2019;Jul 13, 2019;61.2866095510039;36.53768383766463;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346576
Ninth Cambridge Conference on Language Endangerment;Cambridge;Jul 02, 2019;Jul 02, 2019;-3.615852262046632;-169.11918001476323;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343977
