name;city;start_day;start_month;start_year;end_day;end_month;end_year;Latitude;Longtitude;link
Interdisciplinary Studies on Pragmatics and Oral Discourse;Salamanca;15;4;2019;17;4;2019;80.25116361846909;-89.39978380930344;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355096
Joint Biennial Conference of the Dictionary Society of North America and Studies in the History of the English Language;Bloomington, IN;08;4;2019;11;4;2019;75.8763191187134;-35.4049297652208;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349356
Language – Culture – Literature: East African Perspective;Warsaw;23;4;2019;24;4;2019;-20.702252687472026;151.07270044532788;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356016
Languages, Nations, Cultures: Pluricentric Languages in Context(s);Stockholm;22;4;2019;24;4;2019;-49.179249577157734;-36.225519195110955;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333096
Lavender Languages and Linguistics 26;Gothenburg;02;4;2019;04;4;2019;26.24074481274314;-81.64504612811912;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336856
Manchester Forum in Linguistics;Manchester;02;4;2019;03;4;2019;-38.01108738188979;12.633253092841851;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352836
Modification of Complex Predicates Workshop;Düsseldorf;23;4;2019;24;4;2019;43.78209700612036;-23.32228412862539;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353237
Multilingual Childhoods: Education, Policy and Practice;Hamar;15;4;2019;16;4;2019;17.832146982734866;171.0694829551367;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332096
Multilingualism and Otherness;Nantes;10;4;2019;10;4;2019;78.684923176878;150.0421955499133;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355056
Multilingual Language Theories and Practices;Corfu;09;4;2019;11;4;2019;-15.985280235262412;-169.48643405958614;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339296
Negation in Germanic;Gothenburg;23;4;2019;24;4;2019;-47.170805934721415;-51.63236818513476;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344956
On Person and Perspective - A workshop honoring the work of Maria Luisa Zubizarreta;Los Angeles;03;4;2019;04;4;2019;36.66547854747463;-119.74766121457864;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344436
Parameters Workshop in Honour of Lisa Travis;Montreal, Quebec;17;4;2019;18;4;2019;37.69338735131438;72.96993409430478;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349317
Punctuation Seen internationally: System - Norm - Practices;Regensburg/Germany;03;4;2019;04;4;2019;-16.587782325218935;85.3457310460313;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=326956
Reported Discourse across Languages and Cultures;Villejuif (Paris);22;4;2019;23;4;2019;-59.363472609548296;-30.568639243919645;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346616
Researching Metaphor – Cognitive and Other;Genoa;13;4;2019;15;4;2019;42.50001554459501;-90.93490432515664;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338896
SECOL 2019;Boca Raton, Florida;28;4;2019;02;5;2019;52.09399744759709;-16.589364113395337;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346136
Semantics and Linguistic Theory;Los Angeles, CA;17;4;2019;19;4;2019;-1.8958503297515958;146.75951722239333;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345296
Society, Identity, and Transformation in Language Teacher Education: Eleventh International Conference on Language Teacher Education;Minneapolis, MN;30;4;2019;01;5;2019;-46.20729102628889;27.39886324005591;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353296
Symposium on Analyzing Ideologies, Attitudes, and Power in Language Contact Setting;Stockholm;16;4;2019;17;4;2019;-76.80662957845229;-32.65383991935453;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343836
The English Linguistic Society of Japan 12th International Spring Forum 2019;Shibuya-ku, Tokyo;11;4;2019;12;4;2019;-15.803723029688628;100.87439754871941;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345476
The Semantics of African, Asian, and Austronesian Languages 6;Cambridge, Massachusetts;31;4;2019;02;5;2019;86.2694523651719;-104.20708583285423;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349077
The Syntagmatic Properties of Complementation Patterns: Accommodating Lexical and Grammatical uses of CTP-clauses;Liège;09;4;2019;10;4;2019;-85.90840510166618;-136.71149702335688;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354436
Translation as Political Act/ La traduction comme acte politique/ La traduzione come atto politico;Perugia;09;4;2019;10;4;2019;-10.989271196125214;5.934069284007484;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344816
VI Congresso Internazionale della Società di Didattica delle Lingue e Linguistica Educativa;Valletta;23;4;2019;24;4;2019;-80.63710564746799;4.542948513351644;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351396
XI International Conference on Corpus Linguistics;Valencia;15;4;2019;17;4;2019;-9.709846781192162;41.03665944141895;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341996
10th Discourse, Communication and the Enterprise Conference;Leuven;03;5;2019;05;5;2019;-84.53935528563366;-62.941794661801985;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331896
10th International Conference on Historical Lexicography and Lexicology;Leeuwarden-Ljouwert;12;5;2019;14;5;2019;27.84012497748629;-30.48856351294201;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349037
11th Austronesian and Papuan Languages and Linguistics conference;Leiden;13;5;2019;15;5;2019;-62.789203641049745;109.19674917225237;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344556
11th Linguistic Landscape Workshop;Bangkok;04;5;2019;06;5;2019;-20.781409202835345;113.36245560562686;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343916
12th Mediterranean Morphology Meeting;Ljubljana;27;5;2019;30;5;2019;-30.146078188333785;-123.87974276220042;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331256
13th International Conference of the Asian Association for Lexicography;Istanbul;19;5;2019;21;5;2019;-41.67292658201813;122.72632497356656;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351756
15 konferensen om lexikografi i Norden;Helsinki;04;5;2019;07;5;2019;-12.684888585155587;175.49006085023237;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355576
16th International Pragmatics Conference;Hong Kong;09;5;2019;14;5;2019;-89.56984111661838;-97.52732981240766;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=322396
16th Workshop on Syntax, Semantics and Phonology;Madrid (España);17;5;2019;18;5;2019;-77.83491413128054;-179.16450087052286;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354296
17th Asia TEFL International Conference and the 6th FLLT International Conference;Bangkok;27;5;2019;29;5;2019;-42.93829400028486;-87.77841209808064;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353136
17th International Conference on Communication, Medicine and Ethics;Adelaide;26;5;2019;28;5;2019;-44.576460316466;124.56329643874837;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345936
19th ACBLPE Annual Conference;Lisbon;17;5;2019;19;5;2019;-67.94201956135404;-14.010395868485132;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356676
19th Annual Conference of the Japan Second Language Association;Tokyo;01;5;2019;02;5;2019;67.67023156590628;-96.68328132220377;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353176
2019 Annual Conference of the North American Chapter of the Association for Computational Linguistics;Minneapolis;02;5;2019;07;5;2019;79.982153861451;37.94892047749943;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342256
2019 Communication, Medicine, and Ethics Conference;Adelaide, South Australia;26;5;2019;28;5;2019;-43.57495113732272;-16.786951042462064;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349376
23rd DiscourseNet Conference: Discourse, Power and Mind: Between Reason and Emotion;Bergamo;06;5;2019;08;5;2019;-85.12289675108879;-66.50848218048982;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338436
24th International Association for World Englishe;Limerick;20;5;2019;22;5;2019;22.94567027868749;12.802610093472058;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347616
25th Himalayan Languages Symposium;Sydney;28;5;2019;29;5;2019;27.199512713113624;105.01453680766842;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353556
2nd International Conference on Historical Medical Discourse;Helsinki;10;5;2019;12;5;2019;-43.824803021816216;-39.0154996965043;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343756
32nd Annual Conference of the Canadian Association for Translation Studies;Vancouver, BC;02;5;2019;04;5;2019;76.43236011961545;-172.0567812727199;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350316
3rd Budapest Linguistics Conference;Budapest;06;5;2019;08;5;2019;-54.859921288774764;-28.635743839705484;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350016
3rd European Conference on Argumentation;Groningen;24;5;2019;27;5;2019;-65.89999300251029;-124.48307099380368;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333396
40th ICAME Conference;Neuchâtel;01;5;2019;05;5;2019;32.398208795518094;104.23301830764348;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343437
40th TABU Dag International Linguistics Conference;Groningen;20;5;2019;21;5;2019;-21.504059100032006;179.42811020253697;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353756
47th Annual Meeting of the North Atlantic Conference on Afroasiatic Linguistics;Paris;24;5;2019;26;5;2019;-75.08284370822834;127.94916704138754;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349038
4th PAC Conference Phonology of Contemporary English: Phonetic and Phonological Variation in Contemporary English: Xperience-Xperimentation;Aix-en-Provence;04;5;2019;05;5;2019;68.78521777513525;154.77041144830955;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347096
52nd International Conference on Sino-Tibetan Languages and Linguistics;Sydney, NSW;24;5;2019;26;5;2019;-10.016676347168076;-10.576111625834987;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353536
5th International Congress of Teaching Turkish as a Foreign Language;Athens;27;5;2019;28;5;2019;16.30983383582173;-145.92198489389995;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351376
5th Workshop of the International Network of Address Research;Sheffield, Yorkshire;05;5;2019;07;5;2019;31.77781600559912;120.08617421474756;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340096
5th Workshop on Sound Change;Davis, California;20;5;2019;22;5;2019;26.56552960912356;-103.23726197814509;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337376
8th AFLiCo Conference;Mulhouse;05;5;2019;07;5;2019;17.888390571887495;-166.21373927630395;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345076
"8th International Conference on Language, Literature &amp; Culture: ''Struggle for Recognition: identity-formation and subjectivation''";Brest;06;5;2019;07;5;2019;37.154463510451784;171.37176725866965;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349216
8th International Workshop on Nominalizations;Stuttgart;21;5;2019;22;5;2019;-10.599037561951908;67.82477575941047;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353376
8th Media for All International Conference;Stockholm;17;5;2019;19;5;2019;-15.045958018313828;54.87189303309107;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=323816
AELFE 2019;Pamplona, Navarra;20;5;2019;21;5;2019;6.381681615885066;175.3482622095001;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336496
Approaches to Multimodal Digital Environments: from theories to practices;Rome;20;5;2019;22;5;2019;79.95501945905399;-19.37061334788657;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334976
Association for Studies of Literature and Environment Conference;Davis, CA;26;5;2019;30;5;2019;-79.40902430549824;-30.59215806904704;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350996
"Association for Study of Literature &amp; Environment Biennial Conference";Davis, California;26;5;2019;30;5;2019;-69.70935789811435;138.87156792340954;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332816
Bootcamp on Quantitative Methods in L2 Research: Study design, regression modelling, social networks, replication studies, research synthesis and meta-analysis;Warsaw;10;5;2019;15;5;2019;86.23632694454719;-149.7056803752025;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351256
Canadian Association of Applied Linguistics Annual Conference/Colloque annuel de l'Association canadienne de linguistique appliquée;Vancouver, British Columbia;03;5;2019;05;5;2019;32.90310170277327;156.44478580985415;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339556
Canadian Linguistics Association - Association canadienne de linguistique 2019 Annual meeting;Vancouver British Columbia;01;5;2019;03;5;2019;10.69387970568746;58.742842839146896;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351816
Comparative Germanic Syntax Workshop 34;Konstanz;14;5;2019;15;5;2019;51.68177892944595;59.35860323995174;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350716
Conference of the International Society for Humor Studies;Austin, Texas;24;5;2019;29;5;2019;-81.38341630561943;163.282854628902;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351736
Congrès du RFS 2019 Langues de valeur et valeur des langues;Ottawa, Ontario;14;5;2019;16;5;2019;88.8441415568365;-28.65936606675039;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340496
Corpus Approaches to Lexicogrammar;Ormskirk;22;5;2019;22;5;2019;-76.3298917189362;17.39453696148782;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348956
Diachronic Generative Syntax;Tempe, AZ;05;5;2019;07;5;2019;75.43928782529576;-65.54052982951843;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=300216
Diachronic Slavonic Syntax 4: Functional Organisation of Utterance in Diachronic and Comparative Perspective in Slavic Languages;Torun;13;5;2019;15;5;2019;61.88412419348825;127.79600988617153;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335896
Digital Diasporas: Interdisciplinary Perspectives;London;06;5;2019;07;5;2019;18.712432517969983;179.51136939727957;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340716
Experimental Psycholinguistics Conference;Mallorca;26;5;2019;28;5;2019;81.2881964868362;126.38078874860766;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349996
Expressing Evidence;Konstanz;06;5;2019;08;5;2019;68.25911008543669;-127.68511165889191;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341958
Historical-Comparative Linguistics for Language Revitalization;Davis, CA;29;5;2019;30;5;2019;-11.732326449673792;5.0342997099934905;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356796
Inaugural Conference on Language Teaching and Learning: Cognition and Identity;Tai Po;28;5;2019;29;5;2019;28.193231258945612;171.89930827530674;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349816
International Child Phonology Conference;Montreal;14;5;2019;15;5;2019;-62.72810429294222;-36.04180419134207;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356036
International Conference on Conversation Analysis;Berlin;20;5;2019;23;5;2019;-86.51603999017055;152.17275372451311;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337316
International Conference on Language Variation in Europe;Leeuwarden/Ljouwert;26;5;2019;28;5;2019;42.91449099113027;-107.63018070970799;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=327176
International Conference on Multilingual Acquisition and Multilingual Education;Hong Kong;22;5;2019;24;5;2019;-1.6230220461169713;145.44982249322138;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346796
International Society for Language Studies 2019 Conference;Hong Kong;20;5;2019;22;5;2019;-76.38359955640558;-67.4893646001929;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340876
International Symposium on Bilingualism 12;Edmonton, Alberta;23;5;2019;28;5;2019;-29.680821511410397;-98.74077017608282;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=304756
International Workshop on Cantonese Syntax 2019;Olomouc;27;5;2019;28;5;2019;46.98771524956074;-100.1666095330501;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347716
L3 Workshop: Multilingual Language Acquisition, Processing and Use;Konstanz;07;5;2019;08;5;2019;20.63960955089473;117.05407148435485;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345156
Langue et Territoire 4;Trento;24;5;2019;30;5;2019;-3.37666570567872;176.39527807469744;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=325656
MAG 2019 - Metadiscourse in Digital Communication: What has changed?;Bergamo;27;5;2019;29;5;2019;-56.24525405624627;-96.83223418794923;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338497
NAACL Student Research Workshop;Minneapolis, MN;02;5;2019;07;5;2019;62.086105775175625;-116.67597456935138;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355756
Non-canonicity in Inflection;University of Surrey, Guildford;21;5;2019;22;5;2019;11.052135989471598;37.56242432622685;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352856
“On Potentialities” 6th ASYRAS Conference;Santander;27;5;2019;29;5;2019;-73.99874878268115;151.04117658362577;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353878
PAC AIX 2019 Phonetic and Phonological Variation in Contemporary English: Xperience-Xperimentation;Aix en Provence;04;5;2019;05;5;2019;8.791556694561564;51.04559327300066;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349136
Phonetics and Phonology in Europe - 2019;Lecce, Apulia;17;5;2019;19;5;2019;43.44210377761588;-151.2225537033353;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336376
Powerful Literary Fiction Texts - a Stylistic, Empirical and Performance-based Approach;Brighton;19;5;2019;21;5;2019;-76.70789525967464;120.35715726987172;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350956
Pragmatic Particles in (Greek) Talk-in-interaction;Thessaloniki;24;5;2019;25;5;2019;6.485303726541621;-130.48022094226044;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350076
Professionals and Research in Applied Linguistics: methodological challenges, social implications and perspectives for action;Lyon;24;5;2019;26;5;2019;76.65862984377728;80.5665847031501;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343856
Psycholinguistics in Iceland - Parsing and Prediction;Reykjavík;19;5;2019;20;5;2019;13.718012413396153;32.83949832467987;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346476
Reformuler, une question de genres? / Reformular, uma questão de géneros?;Porto;17;5;2019;18;5;2019;-18.850174586368603;76.83145069258809;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354036
Rencontres lyonnaises des jeunes chercheurs en linguistique historique (Symposium of young researchers in historical linguistics of Gallo-Romance languages);Lyon;06;5;2019;06;5;2019;-13.675656025723129;22.84276774371915;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348256
"Terminology &amp; Ontology: Theories and Applications";Chambéry;06;5;2019;07;5;2019;45.63622524757787;-102.92945788131333;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356516
The International Conference on the Structure of Hungarian 14;Potsdam;11;5;2019;12;5;2019;22.969458069432875;134.87820552441127;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347036
The Second Forum on Cantonese Linguistics;Hong Kong;01;5;2019;01;5;2019;73.44373750842257;-151.48244808458222;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354816
Thinking, Doing, Learning: Usage based perspectives on second language learning;Jyväskylä;17;5;2019;19;5;2019;30.24519521828023;-99.55438933717663;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=330176
Was ist Grammatikalität? / What is grammaticality?;Bamberg;27;5;2019;29;5;2019;71.08012584107013;157.65883392184628;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350796
Workshop Exhaustivity in Questions and Answers - Experimental and Theoretical Approaches;Tübingen;13;5;2019;14;5;2019;52.52819532103629;103.96623702647906;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355116
Workshop on Infant Language Development;Potsdam;13;5;2019;15;5;2019;30.51650648601626;82.89827153338439;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346837
XVII Encuentros;PARIS;19;5;2019;21;5;2019;-66.18303433249075;102.07765835766384;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346756
Yiddish Language Structures 2;Düsseldorf;11;5;2019;13;5;2019;-13.746412327452324;62.64552248855709;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346439
10th International Corpus Linguistics Conference;Cardiff;23;6;2019;27;6;2019;23.29229343508272;-115.23665662116525;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344516
12th International Conference on Im/politeness;Anglia Ruskin University (Cambridge);17;6;2019;19;6;2019;-56.04926913316768;167.408954321525;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349876
24th International Lexical-Functional Grammar Conference;Canberra;08;6;2019;10;6;2019;-11.465553451354365;118.74428690441576;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348336
26th International Conference on Head-Driven Phrase Structure Grammar;Bucharest;25;6;2019;26;6;2019;-32.174873328989506;89.56319299463719;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350036
46th Linguistic Association of Canada and the United States Forum;Waterloo, Ontario;23;6;2019;26;6;2019;4.604878521665347;-113.85219419916938;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351276
Acquisition of Chinese: Bilingualism and Multilingualism;Cambridge;01;6;2019;03;6;2019;-89.22464546450598;-56.070238592734015;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347376
Child Language Symposium;Sheffield;10;6;2019;12;6;2019;70.13975511704191;-57.3490501291299;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355296
Conference on Hebrew Language and Linguistics;Cambridge;08;6;2019;10;6;2019;47.21785813540404;-28.156547817802057;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331916
Conference on Mathematical Foundations of Informatics;Iasi;03;6;2019;06;6;2019;87.3956588433349;-25.802150346514896;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350416
Congrès international de linguistique et de philologie romanes;Copenhague;01;6;2019;06;6;2019;23.123242792075345;-147.4343402636185;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341056
Digital Humanities;Utrecht;09;6;2019;12;6;2019;-44.5109406311601;-150.38629625172243;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351897
English Noun Phrase 2019;Vienna;11;6;2019;13;6;2019;84.35257864345213;-17.282994761737566;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334596
German(ic) in Language Contact: Grammatical and Sociolinguistic Dynamics;Berlin;03;6;2019;05;6;2019;-24.576261406842686;145.987247848216;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354896
IIEMCA International Conference 2019;Mannheim;02;6;2019;05;6;2019;78.22368157374933;-109.24342592415366;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=307496
International Conference on Historical Linguistics 24;Canberra, ACT;01;6;2019;05;6;2019;-28.52809787595478;-55.459908839660585;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=323296
International Symposium on the Languages of Java 7;Banyuwangi;06;6;2019;07;6;2019;33.69412706065914;27.577886285506064;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=316956
Language Contact in the Amdo Sprachbund;Grand Forks, North Dakota;12;6;2019;13;6;2019;70.74453612324753;-144.92320058870544;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346576
Ninth Cambridge Conference on Language Endangerment;Cambridge;02;6;2019;02;6;2019;-29.183681799249705;83.84791127501224;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343977
The 21st Meeting of the International Circle of Korean Linguistics;Melbourne;10;6;2019;12;6;2019;68.46148143910109;176.7663166357778;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342916
"""The Politics of Classifying Linguistic Varieties""";Wellington;13;6;2019;14;6;2019;63.84965140865622;163.56435158578537;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343236
VI liLETRAd Congress;Almeria;03;6;2019;05;6;2019;-54.168050819887576;-158.5059220020373;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347456
;Leuven;01;6;2019;03;6;2019;62.63819073539653;-143.91653921431308;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333416
Workshop on the Syntax-Morphology Interface in Romance (co-located with HPSG 2019);Bucharest;24;6;2019;24;6;2019;31.120452843968867;-131.7506619189829;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350056
15th International Cognitive Linguistics Conference;Nishinomiya;06;7;2019;11;7;2019;30.87817723317283;-111.11064017847416;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332296
29th Conference of the European Second Language Association;Lund;28;7;2019;31;7;2019;53.51262659749937;-56.12554982575096;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356736
31st European Summer School in Logic, Language and Information;Riga;05;7;2019;16;7;2019;-74.11826514584388;-25.499740121714304;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=324776
4th International Conference on Ecolinguistics;Odense;12;7;2019;15;7;2019;65.60965586853061;147.66106332182977;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343096
52nd Annual Meeting of the Societas Linguistica Europaea;Leipzig;21;7;2019;24;7;2019;88.35840607515456;-57.174761489150626;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=298616
5th Workshop on Sino-Tibetan Languages of Southwest China;Tianjin;21;7;2019;23;7;2019;-71.62915645484867;-112.6790005540781;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349156
8th International Conference on Austroasiatic Linguistics;Chiang Mai;29;7;2019;31;7;2019;-78.09083443202401;-39.0383212087073;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354516
BAAL 2019 - 52nd Annual Meeting of the British Association for Applied Linguistics;Manchester;29;7;2019;31;7;2019;-81.81409880351298;170.37032645891125;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354738
Grammar of South Caucasian: Contact-related Issues;Leipzig;21;7;2019;24;7;2019;-40.58621832164127;152.7900240484949;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345176
Integrationism and Philosophies of Language: Emerging Alternative Epistemologies in the Global North and the Global South;University Park, PA;30;7;2019;02;8;2019;8.743776512602174;111.54417561278636;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339276
International Conference on Role and Reference Grammar 2019;Buffalo, NY;19;7;2019;21;7;2019;-67.72760529376438;52.36749166721598;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348337
International Congress of Phonetic Sciences;Melbourne;04;7;2019;10;7;2019;50.00912204682168;-61.57563087585758;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=314496
International Symposium on Monolingual and Bilingual Speech 2019;Chania, Crete;27;7;2019;30;7;2019;-8.410235943270118;-132.6493060103825;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341116
Multidisciplinary Approaches in Language Policy and Planning;Toronto;22;7;2019;24;7;2019;-83.61313112640251;154.78159932440127;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353456
New Sounds 2019 - The 9th International Symposium on the Acquisition of Second Language Speech;Tokyo;30;7;2019;01;8;2019;-2.4652009312210352;-64.2439865522195;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348176
Per­sonal Names and Cultural Reconstruc­tions;Helsinki;21;7;2019;23;7;2019;-44.18495714992242;133.99702953173778;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342036
Reflexivität kommunikativer Praktiken – Neue Perspektiven auf Metakommunikation;Hamburg;29;7;2019;30;7;2019;24.610091985024525;-91.75840751035362;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355577
