name;city;start_day;start_month;start_year;end_day;end_month;end_year;link
Diachronic Slavonic Syntax 4: Functional Organisation of Utterance in Diachronic and Comparative Perspective in Slavic Languages;Torun;13;5;2019;15;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335896
Digital Diasporas: Interdisciplinary Perspectives;London;06;5;2019;07;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340716
Experimental Psycholinguistics Conference;Mallorca;26;5;2019;28;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349996
Expressing Evidence;Konstanz;06;5;2019;08;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341958
Historical-Comparative Linguistics for Language Revitalization;Davis, CA;29;5;2019;30;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356796
Inaugural Conference on Language Teaching and Learning: Cognition and Identity;Tai Po;28;5;2019;29;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349816
International Child Phonology Conference;Montreal;14;5;2019;15;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356036
International Conference on Conversation Analysis;Berlin;20;5;2019;23;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337316
International Conference on Language Variation in Europe;Leeuwarden/Ljouwert;26;5;2019;28;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=327176
International Conference on Multilingual Acquisition and Multilingual Education;Hong Kong;22;5;2019;24;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346796
International Society for Language Studies 2019 Conference;Hong Kong;20;5;2019;22;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340876
International Symposium on Bilingualism 12;Edmonton, Alberta;23;5;2019;28;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=304756
International Workshop on Cantonese Syntax 2019;Olomouc;27;5;2019;28;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347716
L3 Workshop: Multilingual Language Acquisition, Processing and Use;Konstanz;07;5;2019;08;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345156
Langue et Territoire 4;Trento;24;5;2019;30;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=325656
MAG 2019 - Metadiscourse in Digital Communication: What has changed?;Bergamo;27;5;2019;29;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338497
NAACL Student Research Workshop;Minneapolis, MN;02;5;2019;07;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355756
Non-canonicity in Inflection;University of Surrey, Guildford;21;5;2019;22;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352856
“On Potentialities” 6th ASYRAS Conference;Santander;27;5;2019;29;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353878
PAC AIX 2019 Phonetic and Phonological Variation in Contemporary English: Xperience-Xperimentation;Aix en Provence;04;5;2019;05;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349136
Phonetics and Phonology in Europe - 2019;Lecce, Apulia;17;5;2019;19;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336376
Powerful Literary Fiction Texts - a Stylistic, Empirical and Performance-based Approach;Brighton;19;5;2019;21;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350956
Pragmatic Particles in (Greek) Talk-in-interaction;Thessaloniki;24;5;2019;25;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350076
Professionals and Research in Applied Linguistics: methodological challenges, social implications and perspectives for action;Lyon;24;5;2019;26;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343856
Psycholinguistics in Iceland - Parsing and Prediction;Reykjavík;19;5;2019;20;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346476
Reformuler, une question de genres? / Reformular, uma questão de géneros?;Porto;17;5;2019;18;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354036
Rencontres lyonnaises des jeunes chercheurs en linguistique historique (Symposium of young researchers in historical linguistics of Gallo-Romance languages);Lyon;06;5;2019;06;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348256
"Terminology &amp; Ontology: Theories and Applications";Chambéry;06;5;2019;07;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356516
The International Conference on the Structure of Hungarian 14;Potsdam;11;5;2019;12;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347036
The Second Forum on Cantonese Linguistics;Hong Kong;01;5;2019;01;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354816
Thinking, Doing, Learning: Usage based perspectives on second language learning;Jyväskylä;17;5;2019;19;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=330176
Was ist Grammatikalität? / What is grammaticality?;Bamberg;27;5;2019;29;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350796
Workshop Exhaustivity in Questions and Answers - Experimental and Theoretical Approaches;Tübingen;13;5;2019;14;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355116
Workshop on Infant Language Development;Potsdam;13;5;2019;15;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346837
XVII Encuentros;PARIS;19;5;2019;21;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346756
Yiddish Language Structures 2;Düsseldorf;11;5;2019;13;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346439
10th International Corpus Linguistics Conference;Cardiff;23;6;2019;27;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344516
12th International Conference on Im/politeness;Anglia Ruskin University (Cambridge);17;6;2019;19;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349876
24th International Lexical-Functional Grammar Conference;Canberra;08;6;2019;10;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348336
26th International Conference on Head-Driven Phrase Structure Grammar;Bucharest;25;6;2019;26;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350036
46th Linguistic Association of Canada and the United States Forum;Waterloo, Ontario;23;6;2019;26;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351276
Acquisition of Chinese: Bilingualism and Multilingualism;Cambridge;01;6;2019;03;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347376
Child Language Symposium;Sheffield;10;6;2019;12;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355296
Conference on Hebrew Language and Linguistics;Cambridge;08;6;2019;10;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331916
Conference on Mathematical Foundations of Informatics;Iasi;03;6;2019;06;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350416
Congrès international de linguistique et de philologie romanes;Copenhague;01;6;2019;06;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341056
Digital Humanities;Utrecht;09;6;2019;12;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351897
English Noun Phrase 2019;Vienna;11;6;2019;13;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334596
German(ic) in Language Contact: Grammatical and Sociolinguistic Dynamics;Berlin;03;6;2019;05;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354896
IIEMCA International Conference 2019;Mannheim;02;6;2019;05;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=307496
International Conference on Historical Linguistics 24;Canberra, ACT;01;6;2019;05;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=323296
International Symposium on the Languages of Java 7;Banyuwangi;06;6;2019;07;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=316956
Language Contact in the Amdo Sprachbund;Grand Forks, North Dakota;12;6;2019;13;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346576
Ninth Cambridge Conference on Language Endangerment;Cambridge;02;6;2019;02;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343977
The 21st Meeting of the International Circle of Korean Linguistics;Melbourne;10;6;2019;12;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342916
"""The Politics of Classifying Linguistic Varieties""";Wellington;13;6;2019;14;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343236
VI liLETRAd Congress;Almeria;03;6;2019;05;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347456
;Leuven;01;6;2019;03;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333416
Workshop on the Syntax-Morphology Interface in Romance (co-located with HPSG 2019);Bucharest;24;6;2019;24;6;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350056
15th International Cognitive Linguistics Conference;Nishinomiya;06;7;2019;11;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332296
29th Conference of the European Second Language Association;Lund;28;7;2019;31;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356736
31st European Summer School in Logic, Language and Information;Riga;05;7;2019;16;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=324776
4th International Conference on Ecolinguistics;Odense;12;7;2019;15;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343096
52nd Annual Meeting of the Societas Linguistica Europaea;Leipzig;21;7;2019;24;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=298616
5th Workshop on Sino-Tibetan Languages of Southwest China;Tianjin;21;7;2019;23;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349156
8th International Conference on Austroasiatic Linguistics;Chiang Mai;29;7;2019;31;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354516
BAAL 2019 - 52nd Annual Meeting of the British Association for Applied Linguistics;Manchester;29;7;2019;31;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354738
Grammar of South Caucasian: Contact-related Issues;Leipzig;21;7;2019;24;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345176
Integrationism and Philosophies of Language: Emerging Alternative Epistemologies in the Global North and the Global South;University Park, PA;30;7;2019;02;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339276
International Conference on Role and Reference Grammar 2019;Buffalo, NY;19;7;2019;21;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348337
International Congress of Phonetic Sciences;Melbourne;04;7;2019;10;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=314496
International Symposium on Monolingual and Bilingual Speech 2019;Chania, Crete;27;7;2019;30;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341116
Multidisciplinary Approaches in Language Policy and Planning;Toronto;22;7;2019;24;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353456
New Sounds 2019 - The 9th International Symposium on the Acquisition of Second Language Speech;Tokyo;30;7;2019;01;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348176
Per­sonal Names and Cultural Reconstruc­tions;Helsinki;21;7;2019;23;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342036
Reflexivität kommunikativer Praktiken – Neue Perspektiven auf Metakommunikation;Hamburg;29;7;2019;30;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355577
Research Data and Humanities;Oulu;14;7;2019;16;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346996
SyntaxFest;Paris;26;7;2019;30;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354756
Task Based Language Teaching 2019;Ottawa, Ontario;19;7;2019;21;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348036
The Dark Side of Communication - The 2nd International and Interdisciplinary Conference on Discourse and Communication in Professional Contexts;Aalborg;14;7;2019;16;7;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345636
12th Congress of South-East European Studies: Political, Social and Religious Dynamics in South East Europe;Bucharest;02;8;2019;07;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=292376
13th Conference of the Association for Linguistic Typology;Pavia;04;8;2019;06;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344316
14th International Conference on Greek Linguistics;Patras;06;8;2019;08;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332136
1st East Asian Pragmatics Symposium: Variational Pragmatics in East Asian Languages;Dalian;19;8;2019;21;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352676
22nd Nordic Conference on Computational Linguistics;Turku;30;8;2019;02;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350396
2nd International Conference on Child Foreign/Second Language Learning: Facing Heterogeneity in the Young Learner Classroom;Cracow;26;8;2019;28;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350477
3e Congrès européen de la FIPF « français, passion pour demain ! »;Athens;04;8;2019;08;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353476
3rd Experimental Pragmatics in Italy Conference;Cagliari;19;8;2019;20;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348536
3rd International Workshop on the History of Speech Communication Research;Vienna;13;8;2019;14;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356436
4th Bremen Conference on Multimodality;Bremen;25;8;2019;27;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344796
5th ESTIDIA Conference;Naples;19;8;2019;21;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352776
5th International Symposium on Place Names 2019: Recognition, Regulation, Revitalisation: Place Names and Indigenous Languages;Clarens;18;8;2019;20;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356576
5th Learner Corpus Research Conference;Warsaw;12;8;2019;14;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342636
6th International Conference ‘Cross-Curricularity in Language Education’;Krotoszyn;12;8;2019;14;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348936
6th International Language Management Symposium: Re-exploring the Management of Intercultural Interactions at the Macro and Micro Levels;Ritsumeikan University, Kyoto;09;8;2019;10;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348776
8th Biennial International Conference on the Linguistics of Contemporary English;University of Bamberg;26;8;2019;28;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344076
Croatia and Croatians in Past and Present Networks;Sydney;19;8;2019;21;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340516
Disfluency in Spontaneous Speech with a special day on (Dis)Fluency in Children’s Speech;Budapest;12;8;2019;14;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343276
Europhras 2019;Malaga;25;8;2019;27;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356756
Experimental Approaches to Perception and Production of Language Variation;Münster;26;8;2019;28;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352576
Fifth International Conference on Onomastics “Name and Naming”. Multiculturalism in Onomastics;Baia Mare;03;8;2019;05;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343516
Henry Sweet Society Annual Colloquium;Edinburgh;04;8;2019;07;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349536
Interactive Workshop on Measuring Language Complexity;Freiburg;12;8;2019;13;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353336
International Symposium of Morphology / Symposium international de morphologie;Paris;26;8;2019;27;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350096
International Workshop on Functional Discourse Grammar: Interfaces in FDG;Oviedo;12;8;2019;13;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349036
Klaara Conference 2019;Helsinki;19;8;2019;20;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344996
Linguistic Standards in Romance FL Teaching;Kassel;29;8;2019;02;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355776
Modern Mythologies;London;19;8;2019;21;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331976
Names in Motion | Bewegte Namen;Münster;11;8;2019;13;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344596
Pronunciation in Second Language Learning and Teaching 2019;Flagstaff, Arizona;12;8;2019;14;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351016
Protolang 6;Lisbon;09;8;2019;12;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350478
Recent Advances in Natural Language Processing;Varna;02;8;2019;04;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356356
SDAS 2019: A Hundred Years, A Thousand Meanings;Ljubljana;19;8;2019;21;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355596
Sinn und Bedeutung 24;Osnabrück;04;8;2019;07;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351796
Theoretical Issues in Sign Language Research Conference 13;Hamburg;26;8;2019;28;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339117
Translation in Transition 4;Barcelona, Catalonia;19;8;2019;20;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344256
UK Language Variation and Change 12;London;03;8;2019;05;8;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353816
XXXVI. Romanistentag 2019 – Sektion 16: Rekonstruktion und Erneuerung romanischer Regional- oder Minderheitensprachen im Zeitalter der Digital Humanities;Kassel;29;8;2019;02;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353856
21st Inuit Studies Conference;Montreal, Quebec;03;9;2019;06;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352236
35th South Asian Language Analysis Roundtable;Paris;29;9;2019;31;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350236
4th English for Healthcare Conference;Universitat Jaume I, Castello de la Plana, Spain;03;9;2019;04;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352136
4th Workshop on Sound Change;Salamanca;18;9;2019;18;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331556
5th Saarbrücken Conference on Foreign Language Teaching;Saarbrücken;29;9;2019;31;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337036
6th ICLHE Conference: Multilingualism and Multimodality in Higher Education;Castellón;15;9;2019;18;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354676
Catégorisation claire vs approximative : à la recherche d’indices de différenciation;Strasbourg;03;9;2019;04;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350276
Clear vs Approximate Categorization: Searching for Signs of Differentiation;Strasbourg;03;9;2019;04;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354016
Colloque de Syntaxe et Sémantique à Paris;Paris;02;9;2019;04;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356716
ICODOC 2019: Emotion, Empathy, Affectivity. Subjects and their Subjectivity through Linguistic and Educative Practices;Lyon;07;9;2019;09;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355496
I Encuentro Latinoamericano de Interfaces Gramaticales;Mendoza;10;9;2019;12;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356056
International Conference on Verbal Humor;University of Alicante (San Vicente del Raspeig);23;9;2019;25;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349736
Les idéologies linguistiques dans la presse écrite : l’exemple des langues romanes;Messina;23;9;2019;25;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344876
Lexicon and Genre Boundaries;Bayonne, Basque Country;10;9;2019;12;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345897
Metadiscourse across Languages and Contexts;Chang Chun, Jilin;18;9;2019;20;9;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352256
2nd International Colloquium on Plurilingualism;Udine;14;10;2019;15;10;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=327376
A Psycholinguistic Approach to Construction Figures;Paris;22;10;2019;22;10;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355616
Bayerisch-österreichische Dialektologentagung;Salzburg;07;10;2019;09;10;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341976
Conference on Mediterranean Linguistic Anthropology;To Be Advised;27;10;2019;30;10;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341537
Contemporary Approaches to Legal Linguistics - 1st international conference of the Austrian Association for Legal Linguistics;Vienna;08;10;2019;10;10;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345736
Metalinguistic Discourses 3;University Paris 13;07;10;2019;08;10;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356157
Tense, Aspect and Modality in L2, Huelva 2019;Huelva;21;10;2019;22;10;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355357
7th New Zealand Discourse Conference;Wellington;03;11;2019;06;11;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=328256
Conference on Asian Linguistic Anthropology 2020;Bintulu, Sarawak;05;1;2020;08;1;2020;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355856
Myth-making and Myth-busting in and about Late Modern English;Ragusa;07;4;2020;09;4;2020;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335996
International Conference on English Historical Linguistics - 21;Leiden;08;5;2020;12;5;2020;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349896
Kontrastive Pragmatik;Palermo;26;6;2020;02;7;2020;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=315976
XIV. Kongress der Internationalen Vereinigung für Germanistik;Palermo;26;6;2020;02;7;2020;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=316856
Methods in Dialectology XVII;JGU Mainz;03;7;2020;07;7;2020;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331776
6th Prescriptivism Conference;Vigo;24;8;2020;26;8;2020;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334176
